id,name,skin,ingredients,price
314,Fresh Dew 148,Todo tipo,"Aceite de Jojoba, Ácido Salicílico, Aloe Vera",131.69
315,BrightFix 114,Mixta,"Ceramidas, Manteca de Karité, Ácido Hialurónico, Urea",115.69
316,NightCare 179,Sensible,"Ácido Ferúlico, Extracto de Té Verde",35.6
317,Aqua Balm 250,Normal,"Vitamina C, Extracto de Té Verde, Ácido Ferúlico",125.33
318,Fresh Dew 49,Mixta,"Peptidos, Aceite de Jojoba, Urea",94.19
319,DermaFix 271,Normal,"Niacinamida, Avena Coloidal, Ácido Salicílico",16.71
320,UltraSmooth 204,Seca,"Retinol, Pantenol",32.75
321,NutriGlow 163,Normal,"Vitamina C, Manteca de Karité, Agua Termal, Peptidos",9.13
322,BrightFix 243,Todo tipo,"Aceite de Jojoba, Aloe Vera",34.97
323,Clear Skin 182,Acneica,"Aceite de Jojoba, Pantenol, Avena Coloidal, Ácido Ferúlico",13.16
324,Radiant Day 193,Seca,"Retinol, Manteca de Karité",130.79
325,OilControl 225,Sensible,"Ácido Hialurónico, Vitamina C",104.45
326,Hydra Boost 45,Grasa,"Ácido Salicílico, Avena Coloidal",159.96
327,NightCare 88,Grasa,"Niacinamida, Ácido Láctico, Peptidos, Ácido Ferúlico",131.21
328,Glow Serum 178,Mixta,"Ácido Láctico, Avena Coloidal, Ácido Ferúlico, Niacinamida",61.32
329,DermaFix 19,Todo tipo,"Manteca de Karité, Avena Coloidal, Extracto de Té Verde",143.41
330,SkinPure 130,Todo tipo,"Zinc, Retinol",40.47
331,Silky Touch 235,Madura,"Ácido Salicílico, Pantenol, Manteca de Karité, Ácido Láctico",94.5
332,OilControl 299,Seca,"Aceite de Jojoba, Ácido Salicílico, Peptidos, Urea",124.82
333,DermaFix 253,Todo tipo,"Aceite de Jojoba, Pantenol, Manteca de Karité, Ácido Ferúlico",190.45
334,Daily Moist 167,Normal,"Glicerina, Peptidos, Agua Termal, Urea",160.11
335,NutriGlow 72,Todo tipo,"Ácido Hialurónico, Urea, Agua Termal, Ceramidas",175.24
336,SunShield 180,Grasa,"Peptidos, Vitamina C",160.48
337,SkinPure 286,Todo tipo,"Urea, Agua Termal, Avena Coloidal, Ácido Salicílico",91.86
338,Radiant Day 174,Madura,"Peptidos, Avena Coloidal, Ceramidas",134.98
339,Silky Touch 57,Todo tipo,"Urea, Ácido Ferúlico, Avena Coloidal, Aloe Vera",8.51
340,UltraSmooth 202,Todo tipo,"Vitamina C, Aloe Vera",61.67
341,NutriGlow 213,Acneica,"Niacinamida, Ácido Ferúlico",80.75
342,DermaFix 77,Madura,"Ácido Salicílico, Aloe Vera, Aceite de Jojoba",104.55
343,BrightFix 198,Mixta,"Ceramidas, Manteca de Karité, Vitamina C",187.64
344,Fresh Dew 262,Mixta,"Niacinamida, Peptidos",72.52
345,SunShield 262,Mixta,"Ácido Ferúlico, Vitamina C, Pantenol",147.38
346,SkinPure 134,Sensible,"Niacinamida, Ácido Ferúlico",197.41
347,Glow Serum 146,Mixta,"Ácido Ferúlico, Ácido Hialurónico, Agua Termal",64.19
348,AcneFree 225,Madura,"Vitamina C, Niacinamida, Extracto de Té Verde, Zinc",43.24
349,NightCare 65,Seca,"Pantenol, Glicerina, Ácido Salicílico, Vitamina C",79.33
350,Clear Skin 293,Sensible,"Ácido Salicílico, Manteca de Karité",100.26
351,SkinPure 107,Todo tipo,"Vitamina C, Retinol, Extracto de Té Verde, Ácido Salicílico",68.94
352,AcneFree 136,Sensible,"Aloe Vera, Avena Coloidal, Retinol",121.54
353,Aqua Balm 127,Todo tipo,"Ácido Salicílico, Aceite de Jojoba",42.79
354,Clear Skin 147,Grasa,"Urea, Ácido Láctico",8.29
355,CeraPlus 53,Grasa,"Ácido Salicílico, Manteca de Karité, Glicerina",98.16
356,RegenX 154,Seca,"Agua Termal, Pantenol",93.5
357,CeraPlus 63,Normal,"Pantenol, Retinol",161.66
358,NutriGlow 90,Grasa,"Ceramidas, Avena Coloidal, Aceite de Jojoba",139.93
359,Hydra Boost 78,Todo tipo,"Ácido Ferúlico, Vitamina C, Glicerina, Peptidos",25.77
360,BrightFix 104,Madura,"Extracto de Té Verde, Vitamina C",140.64
361,NutriGlow 256,Grasa,"Aloe Vera, Glicerina, Ácido Ferúlico",20.57
362,DermaFix 138,Seca,"Extracto de Té Verde, Aceite de Jojoba, Vitamina C",96.2
363,Clear Skin 123,Grasa,"Aloe Vera, Ácido Ferúlico, Ácido Salicílico, Manteca de Karité",162.27
364,UltraSmooth 179,Todo tipo,"Pantenol, Retinol",107.92
365,SunShield 151,Mixta,"Vitamina C, Extracto de Té Verde, Ácido Ferúlico",177.75
366,DermaFix 265,Mixta,"Agua Termal, Ácido Ferúlico",144.55
367,SunShield 184,Mixta,"Aceite de Jojoba, Avena Coloidal",116.94
368,UltraSmooth 158,Acneica,"Ácido Láctico, Retinol",85.11
369,Fresh Dew 25,Grasa,"Manteca de Karité, Peptidos, Ceramidas",156.6
370,Daily Moist 152,Grasa,"Zinc, Urea, Ácido Salicílico, Pantenol",76.99
371,NightCare 20,Normal,"Peptidos, Ácido Salicílico, Glicerina",130.57
372,Daily Moist 148,Grasa,"Manteca de Karité, Aceite de Jojoba, Ácido Ferúlico",81.55
373,SunShield 169,Mixta,"Avena Coloidal, Pantenol",22.03
374,AgeDefy 8,Normal,"Retinol, Vitamina C",87.58
375,Radiant Day 159,Mixta,"Ácido Ferúlico, Ceramidas",173.57
376,AgeDefy 275,Acneica,"Agua Termal, Avena Coloidal, Ácido Ferúlico, Peptidos",32.26
377,Silky Touch 33,Mixta,"Agua Termal, Aloe Vera",30.49
378,AcneFree 244,Grasa,"Peptidos, Aceite de Jojoba, Urea, Retinol",133.62
379,Fresh Dew 134,Madura,"Urea, Ácido Ferúlico",111.63
380,Aqua Balm 235,Normal,"Aloe Vera, Pantenol",189.73
381,RegenX 207,Sensible,"Aloe Vera, Retinol, Ácido Ferúlico",57.41
382,Clear Skin 179,Seca,"Ácido Salicílico, Urea, Aloe Vera",20.2
383,Fresh Dew 14,Grasa,"Glicerina, Agua Termal, Aloe Vera",7.43
384,Fresh Dew 232,Seca,"Pantenol, Ácido Hialurónico",84.51
385,Daily Moist 278,Madura,"Retinol, Ceramidas",84.4
386,DermaFix 213,Todo tipo,"Agua Termal, Peptidos",113.5
387,AgeDefy 206,Grasa,"Zinc, Retinol",83.41
388,AgeDefy 246,Normal,"Urea, Ácido Ferúlico, Manteca de Karité, Zinc",102.35
389,Aqua Balm 88,Todo tipo,"Manteca de Karité, Vitamina C, Aceite de Jojoba",130.61
390,Glow Serum 224,Todo tipo,"Aloe Vera, Ceramidas",37.46
391,Aqua Balm 253,Mixta,"Extracto de Té Verde, Peptidos",148.59
392,Daily Moist 160,Seca,"Vitamina C, Ácido Salicílico, Ácido Láctico, Ácido Hialurónico",190.27
393,NutriGlow 277,Normal,"Ácido Salicílico, Urea",183.09
394,Glow Serum 32,Mixta,"Aloe Vera, Ceramidas, Agua Termal",82.8
395,CeraPlus 60,Sensible,"Ácido Salicílico, Avena Coloidal, Aloe Vera",64.41
396,RegenX 153,Normal,"Niacinamida, Ácido Ferúlico, Peptidos, Zinc",153.87
397,Hydra Boost 249,Sensible,"Niacinamida, Agua Termal",56.15
398,SkinPure 133,Mixta,"Aceite de Jojoba, Ceramidas, Urea",160.46
399,Aqua Balm 114,Seca,"Zinc, Peptidos",166.13
400,BrightFix 83,Normal,"Aceite de Jojoba, Ácido Ferúlico",120.21
401,NutriGlow 76,Seca,"Ceramidas, Extracto de Té Verde, Niacinamida",177.8
402,Clear Skin 167,Normal,"Ácido Hialurónico, Zinc, Avena Coloidal, Peptidos",45.06
403,NightCare 274,Acneica,"Agua Termal, Ácido Hialurónico, Aloe Vera",196.83
404,RegenX 75,Mixta,"Ácido Salicílico, Aloe Vera, Zinc, Agua Termal",81.39
405,Radiant Day 249,Mixta,"Pantenol, Niacinamida, Zinc, Vitamina C",34.42
406,AgeDefy 282,Sensible,"Niacinamida, Aloe Vera, Retinol",123.29
407,OilControl 261,Grasa,"Niacinamida, Zinc, Vitamina C, Extracto de Té Verde",83.62
408,Silky Touch 220,Todo tipo,"Retinol, Extracto de Té Verde, Ceramidas, Vitamina C",174.78
409,AcneFree 152,Grasa,"Avena Coloidal, Aloe Vera, Manteca de Karité",157.19
410,SunShield 287,Acneica,"Ácido Láctico, Aloe Vera, Vitamina C",194.36
411,NightCare 28,Madura,"Aceite de Jojoba, Avena Coloidal, Aloe Vera, Retinol",147.91
412,AgeDefy 149,Mixta,"Aceite de Jojoba, Ácido Hialurónico, Zinc, Ácido Ferúlico",133.35
413,Hydra Boost 130,Grasa,"Aceite de Jojoba, Urea, Manteca de Karité, Zinc",159.82
414,Clear Skin 192,Madura,"Peptidos, Ácido Hialurónico",66.74
415,SkinPure 98,Madura,"Ácido Láctico, Extracto de Té Verde, Retinol, Zinc",132.58
416,CeraPlus 152,Grasa,"Pantenol, Agua Termal",160.5
417,UltraSmooth 165,Seca,"Extracto de Té Verde, Aloe Vera",172.83
418,CeraPlus 296,Sensible,"Aceite de Jojoba, Extracto de Té Verde",103.46
419,DermaFix 126,Acneica,"Aloe Vera, Ceramidas, Niacinamida, Agua Termal",13.3
420,Daily Moist 143,Sensible,"Ácido Láctico, Peptidos, Glicerina, Aceite de Jojoba",35.68
421,NutriGlow 222,Grasa,"Agua Termal, Retinol, Ácido Salicílico, Aceite de Jojoba",113.56
422,Clear Skin 292,Seca,"Agua Termal, Aloe Vera, Ácido Salicílico",75.68
423,NightCare 282,Mixta,"Ácido Láctico, Agua Termal",126.51
424,AgeDefy 237,Todo tipo,"Peptidos, Zinc",152.14
425,Radiant Day 123,Madura,"Manteca de Karité, Urea, Pantenol, Vitamina C",17.01
426,Glow Serum 267,Sensible,"Ácido Hialurónico, Ácido Salicílico, Urea",116.33
427,Aqua Balm 109,Sensible,"Vitamina C, Aceite de Jojoba, Ácido Láctico",78.04
428,NightCare 296,Madura,"Niacinamida, Zinc, Extracto de Té Verde",119.54
429,CeraPlus 286,Acneica,"Ácido Ferúlico, Ácido Salicílico, Avena Coloidal, Manteca de Karité",95.67
430,AcneFree 116,Acneica,"Aceite de Jojoba, Extracto de Té Verde, Agua Termal, Manteca de Karité",59.81
431,OilControl 92,Seca,"Urea, Ácido Láctico",30.51
432,AgeDefy 153,Normal,"Ácido Hialurónico, Pantenol",119.64
433,Fresh Dew 246,Madura,"Urea, Ceramidas, Ácido Salicílico",164.46
434,SunShield 229,Sensible,"Agua Termal, Aloe Vera, Peptidos",49.57
435,Glow Serum 154,Grasa,"Ácido Láctico, Avena Coloidal, Aloe Vera",16.67
436,Hydra Boost 235,Acneica,"Urea, Ceramidas, Peptidos",137.12
437,OilControl 59,Grasa,"Aceite de Jojoba, Ácido Láctico, Retinol",184.81
438,DermaFix 182,Madura,"Glicerina, Agua Termal, Niacinamida, Retinol",138.91
439,BrightFix 283,Sensible,"Ceramidas, Glicerina, Ácido Salicílico",19.68
440,NightCare 145,Normal,"Ácido Salicílico, Glicerina, Zinc, Ceramidas",195.37
441,Aqua Balm 228,Madura,"Peptidos, Aceite de Jojoba, Zinc",169.56
442,Hydra Boost 230,Todo tipo,"Aloe Vera, Manteca de Karité",16.61
443,SunShield 84,Acneica,"Peptidos, Extracto de Té Verde, Ceramidas, Urea",38.33
444,Radiant Day 258,Sensible,"Peptidos, Agua Termal",146.44
445,Daily Moist 139,Normal,"Glicerina, Niacinamida",51.14
446,SkinPure 87,Madura,"Ácido Hialurónico, Urea, Ácido Salicílico, Glicerina",151.05
447,Silky Touch 151,Todo tipo,"Aloe Vera, Ácido Hialurónico, Ceramidas, Extracto de Té Verde",128.45
448,Radiant Day 182,Grasa,"Aceite de Jojoba, Aloe Vera, Ácido Hialurónico",153.73
449,Glow Serum 150,Seca,"Ácido Hialurónico, Pantenol",149.57
450,OilControl 174,Mixta,"Agua Termal, Glicerina, Peptidos, Niacinamida",135.81
451,NutriGlow 252,Madura,"Peptidos, Aloe Vera, Pantenol, Ácido Láctico",13.72
452,Radiant Day 199,Seca,"Retinol, Agua Termal",35.46
453,UltraSmooth 157,Normal,"Aceite de Jojoba, Glicerina, Pantenol, Ácido Salicílico",6.93
454,NightCare 294,Madura,"Peptidos, Ceramidas, Glicerina, Ácido Ferúlico",165.25
455,AcneFree 26,Seca,"Niacinamida, Peptidos",189.23
456,AcneFree 213,Todo tipo,"Ácido Hialurónico, Ácido Ferúlico, Peptidos, Niacinamida",185.69
457,NightCare 297,Seca,"Zinc, Pantenol",92.5
458,NutriGlow 206,Normal,"Ácido Salicílico, Manteca de Karité, Niacinamida, Extracto de Té Verde",136.78
459,UltraSmooth 254,Normal,"Urea, Ácido Hialurónico",188.81
460,Glow Serum 59,Seca,"Zinc, Ácido Hialurónico",72.15
461,Silky Touch 152,Todo tipo,"Agua Termal, Ceramidas, Vitamina C",48.26
462,DermaFix 196,Seca,"Retinol, Ceramidas",60.73
463,DermaFix 277,Grasa,"Manteca de Karité, Ácido Láctico, Urea",61.57
464,Glow Serum 121,Todo tipo,"Ceramidas, Niacinamida, Peptidos, Aloe Vera",160.07
465,Hydra Boost 197,Normal,"Retinol, Ácido Salicílico, Manteca de Karité, Aloe Vera",29.31
466,SunShield 254,Seca,"Ceramidas, Niacinamida, Manteca de Karité, Avena Coloidal",36.14
467,SunShield 180,Todo tipo,"Aloe Vera, Aceite de Jojoba",123.61
468,AgeDefy 212,Todo tipo,"Niacinamida, Ceramidas, Avena Coloidal, Peptidos",30.95
469,Fresh Dew 264,Sensible,"Aceite de Jojoba, Zinc, Pantenol, Manteca de Karité",87.6
470,RegenX 222,Seca,"Glicerina, Niacinamida, Extracto de Té Verde, Ácido Salicílico",193.07
471,OilControl 269,Todo tipo,"Urea, Manteca de Karité",65.94
472,DermaFix 100,Sensible,"Ceramidas, Aceite de Jojoba, Ácido Hialurónico",111.77
473,Hydra Boost 228,Mixta,"Retinol, Aloe Vera, Extracto de Té Verde, Ácido Salicílico",151.33
474,Silky Touch 32,Grasa,"Zinc, Avena Coloidal",66.57
475,Daily Moist 45,Todo tipo,"Ácido Láctico, Niacinamida, Ácido Hialurónico, Zinc",105.94
476,SunShield 69,Normal,"Niacinamida, Glicerina, Pantenol",192.5
477,CeraPlus 221,Seca,"Agua Termal, Pantenol, Peptidos, Zinc",131.71
478,RegenX 210,Normal,"Avena Coloidal, Ácido Láctico, Ácido Salicílico, Ceramidas",100.22
479,NutriGlow 8,Grasa,"Aloe Vera, Ácido Salicílico, Peptidos",42.54
480,DermaFix 154,Normal,"Aloe Vera, Aceite de Jojoba",23.23
481,Radiant Day 293,Acneica,"Extracto de Té Verde, Aloe Vera, Pantenol",121.14
482,NutriGlow 202,Madura,"Retinol, Niacinamida",190.77
483,AgeDefy 261,Todo tipo,"Niacinamida, Urea",162.28
484,Glow Serum 169,Seca,"Extracto de Té Verde, Ácido Salicílico, Manteca de Karité, Aceite de Jojoba",99.46
485,Silky Touch 262,Sensible,"Aceite de Jojoba, Avena Coloidal, Retinol, Agua Termal",173.26
486,NightCare 269,Seca,"Retinol, Ácido Láctico, Niacinamida",33.69
487,DermaFix 88,Todo tipo,"Ácido Salicílico, Avena Coloidal, Retinol",7.46
488,Silky Touch 88,Acneica,"Ceramidas, Aloe Vera",124.64
489,Radiant Day 245,Seca,"Extracto de Té Verde, Zinc",181.97
490,Silky Touch 211,Seca,"Aloe Vera, Pantenol",149.55
491,DermaFix 158,Grasa,"Vitamina C, Aceite de Jojoba, Ceramidas, Extracto de Té Verde",199.22
492,CeraPlus 143,Mixta,"Peptidos, Pantenol, Zinc, Glicerina",193.0
493,Radiant Day 192,Seca,"Peptidos, Agua Termal",138.18
494,AcneFree 266,Sensible,"Pantenol, Agua Termal, Ácido Salicílico, Glicerina",59.48
495,Hydra Boost 206,Acneica,"Zinc, Avena Coloidal, Glicerina, Ceramidas",168.7
496,Radiant Day 222,Madura,"Pantenol, Ácido Hialurónico, Glicerina",92.02
497,NutriGlow 31,Grasa,"Glicerina, Peptidos, Zinc",87.57
498,NutriGlow 269,Seca,"Vitamina C, Ceramidas, Manteca de Karité",157.26
499,Silky Touch 279,Todo tipo,"Ceramidas, Manteca de Karité, Zinc, Niacinamida",25.72
500,BrightFix 132,Seca,"Ácido Láctico, Retinol",51.66
501,Fresh Dew 161,Normal,"Zinc, Ácido Ferúlico, Urea, Aloe Vera",50.94
502,SunShield 19,Madura,"Vitamina C, Zinc",10.58
503,AcneFree 266,Madura,"Ácido Salicílico, Ácido Hialurónico, Extracto de Té Verde, Niacinamida",191.24
504,Aqua Balm 80,Mixta,"Ácido Láctico, Manteca de Karité, Glicerina",151.01
505,Glow Serum 32,Seca,"Vitamina C, Manteca de Karité, Aceite de Jojoba, Retinol",64.13
506,SkinPure 230,Todo tipo,"Extracto de Té Verde, Retinol, Ácido Ferúlico, Vitamina C",197.27
507,BrightFix 30,Normal,"Peptidos, Aloe Vera",140.22
508,Aqua Balm 56,Seca,"Extracto de Té Verde, Zinc, Vitamina C",89.48
509,AgeDefy 174,Grasa,"Ácido Hialurónico, Avena Coloidal",181.93
510,NightCare 127,Madura,"Ácido Láctico, Glicerina",69.23
511,Glow Serum 121,Mixta,"Ácido Salicílico, Aloe Vera, Urea, Pantenol",167.25
512,AcneFree 101,Sensible,"Ácido Ferúlico, Peptidos, Aloe Vera, Agua Termal",36.96
513,Hydra Boost 45,Grasa,"Aloe Vera, Glicerina, Urea",125.84
514,Aqua Balm 60,Acneica,"Vitamina C, Aloe Vera",157.54
515,BrightFix 90,Acneica,"Ácido Hialurónico, Niacinamida, Ácido Ferúlico",24.27
516,RegenX 285,Sensible,"Glicerina, Urea",87.29
517,SunShield 266,Madura,"Ácido Láctico, Ácido Ferúlico, Pantenol",99.97
518,CeraPlus 165,Grasa,"Agua Termal, Retinol",154.53
519,Radiant Day 6,Normal,"Glicerina, Ácido Hialurónico, Ácido Láctico, Manteca de Karité",170.74
520,SunShield 168,Madura,"Ácido Ferúlico, Avena Coloidal, Aceite de Jojoba",171.33
521,Silky Touch 72,Grasa,"Ceramidas, Urea, Ácido Ferúlico, Avena Coloidal",49.34
522,OilControl 274,Seca,"Ácido Ferúlico, Ácido Hialurónico, Vitamina C, Urea",143.44
523,NutriGlow 180,Normal,"Pantenol, Retinol, Ácido Hialurónico, Aceite de Jojoba",66.34
524,RegenX 63,Madura,"Pantenol, Ácido Ferúlico",135.21
525,Aqua Balm 142,Grasa,"Manteca de Karité, Aceite de Jojoba",22.16
526,BrightFix 261,Seca,"Avena Coloidal, Vitamina C",141.83
527,AcneFree 117,Todo tipo,"Ceramidas, Extracto de Té Verde, Aloe Vera, Agua Termal",12.27
528,CeraPlus 219,Madura,"Zinc, Avena Coloidal",157.14
529,NightCare 263,Grasa,"Agua Termal, Ácido Hialurónico, Avena Coloidal",84.45
530,NutriGlow 103,Todo tipo,"Ácido Salicílico, Ácido Ferúlico, Ácido Hialurónico",51.52
531,Silky Touch 278,Acneica,"Zinc, Retinol",196.51
532,SkinPure 157,Normal,"Vitamina C, Avena Coloidal, Pantenol, Aloe Vera",37.8
533,OilControl 90,Grasa,"Ácido Láctico, Peptidos, Retinol, Glicerina",161.57
534,DermaFix 261,Acneica,"Glicerina, Extracto de Té Verde",73.12
535,DermaFix 100,Todo tipo,"Agua Termal, Niacinamida, Ácido Láctico",124.26
536,OilControl 9,Todo tipo,"Avena Coloidal, Vitamina C",89.59
537,OilControl 142,Todo tipo,"Ácido Láctico, Urea, Agua Termal",134.9
538,UltraSmooth 111,Acneica,"Urea, Ácido Ferúlico",152.43
539,UltraSmooth 299,Mixta,"Ácido Láctico, Zinc",193.24
540,AgeDefy 66,Grasa,"Ácido Ferúlico, Vitamina C",73.98
541,NutriGlow 283,Todo tipo,"Ácido Hialurónico, Ácido Ferúlico, Aloe Vera",148.86
542,UltraSmooth 196,Seca,"Ácido Salicílico, Retinol, Vitamina C, Manteca de Karité",114.44
543,Glow Serum 95,Todo tipo,"Ácido Salicílico, Extracto de Té Verde, Peptidos, Niacinamida",71.89
544,NightCare 278,Normal,"Zinc, Pantenol, Niacinamida, Ácido Ferúlico",51.04
545,SkinPure 189,Sensible,"Aceite de Jojoba, Glicerina, Ácido Hialurónico, Ácido Ferúlico",68.82
546,Daily Moist 222,Seca,"Ácido Salicílico, Zinc, Ácido Láctico",51.66
547,Silky Touch 40,Grasa,"Ácido Hialurónico, Aceite de Jojoba, Manteca de Karité",99.47
548,Clear Skin 140,Todo tipo,"Ácido Láctico, Vitamina C, Niacinamida, Peptidos",177.23
549,AcneFree 199,Acneica,"Zinc, Manteca de Karité, Retinol",105.64
550,OilControl 226,Sensible,"Avena Coloidal, Ceramidas",53.14
551,Aqua Balm 159,Grasa,"Retinol, Aceite de Jojoba, Avena Coloidal",130.57
552,Clear Skin 272,Madura,"Manteca de Karité, Glicerina, Urea",118.98
553,CeraPlus 296,Todo tipo,"Pantenol, Ácido Salicílico, Ácido Láctico",119.27
554,Daily Moist 228,Sensible,"Pantenol, Ácido Salicílico, Aceite de Jojoba, Peptidos",87.72
555,Glow Serum 184,Normal,"Pantenol, Avena Coloidal, Glicerina",105.88
556,AcneFree 124,Normal,"Niacinamida, Extracto de Té Verde",108.78
557,Silky Touch 261,Sensible,"Zinc, Extracto de Té Verde",5.18
558,UltraSmooth 187,Seca,"Ácido Ferúlico, Pantenol",10.73
559,Glow Serum 137,Madura,"Vitamina C, Zinc, Ácido Hialurónico, Agua Termal",98.75
560,Hydra Boost 284,Seca,"Aceite de Jojoba, Avena Coloidal, Niacinamida, Pantenol",86.07
561,Radiant Day 108,Seca,"Urea, Aceite de Jojoba, Pantenol",94.88
562,NutriGlow 111,Grasa,"Glicerina, Agua Termal, Ácido Hialurónico",93.87
563,Aqua Balm 255,Madura,"Glicerina, Ácido Ferúlico, Extracto de Té Verde",33.54
564,Daily Moist 43,Todo tipo,"Peptidos, Vitamina C",26.04
565,Hydra Boost 277,Todo tipo,"Ceramidas, Aloe Vera, Ácido Salicílico",181.96
566,Clear Skin 271,Seca,"Ceramidas, Peptidos",115.57
567,DermaFix 178,Madura,"Peptidos, Manteca de Karité, Ácido Salicílico, Vitamina C",130.97
568,SunShield 80,Grasa,"Zinc, Pantenol, Manteca de Karité, Vitamina C",54.59
569,BrightFix 279,Normal,"Urea, Zinc, Vitamina C, Extracto de Té Verde",148.23
570,Silky Touch 256,Normal,"Aloe Vera, Urea",9.53
571,NightCare 167,Todo tipo,"Ácido Salicílico, Ácido Ferúlico, Ceramidas",38.39
572,NutriGlow 14,Todo tipo,"Avena Coloidal, Aloe Vera",17.19
573,Fresh Dew 51,Sensible,"Pantenol, Agua Termal, Ácido Ferúlico, Glicerina",131.71
574,Hydra Boost 282,Acneica,"Aceite de Jojoba, Ácido Hialurónico",56.52
575,Daily Moist 97,Normal,"Avena Coloidal, Ácido Láctico, Zinc",80.12
576,Radiant Day 100,Todo tipo,"Extracto de Té Verde, Ceramidas, Pantenol, Aceite de Jojoba",148.46
577,AgeDefy 253,Grasa,"Aloe Vera, Avena Coloidal, Ácido Hialurónico, Ácido Láctico",196.35
578,AgeDefy 276,Acneica,"Pantenol, Zinc, Ácido Ferúlico, Aceite de Jojoba",86.36
579,DermaFix 75,Todo tipo,"Glicerina, Avena Coloidal",93.14
580,Fresh Dew 282,Seca,"Extracto de Té Verde, Aloe Vera, Glicerina, Ácido Ferúlico",172.92
581,BrightFix 242,Acneica,"Zinc, Agua Termal, Pantenol, Avena Coloidal",185.99
582,Clear Skin 174,Normal,"Ácido Láctico, Pantenol, Ceramidas, Avena Coloidal",13.15
583,DermaFix 269,Sensible,"Vitamina C, Niacinamida",97.45
584,BrightFix 82,Seca,"Zinc, Peptidos, Glicerina",89.54
585,Fresh Dew 222,Sensible,"Aloe Vera, Ácido Hialurónico, Ceramidas, Avena Coloidal",192.99
586,Fresh Dew 287,Todo tipo,"Pantenol, Ácido Láctico, Aloe Vera",59.08
587,NutriGlow 215,Grasa,"Manteca de Karité, Ácido Ferúlico",69.71
588,Hydra Boost 149,Grasa,"Agua Termal, Ácido Hialurónico, Retinol",11.98
589,CeraPlus 255,Acneica,"Pantenol, Manteca de Karité, Ceramidas, Zinc",192.26
590,BrightFix 81,Acneica,"Niacinamida, Aloe Vera",27.98
591,RegenX 18,Acneica,"Niacinamida, Ácido Salicílico, Ácido Ferúlico",20.6
592,OilControl 102,Grasa,"Agua Termal, Ácido Salicílico, Manteca de Karité",87.45
593,RegenX 191,Grasa,"Avena Coloidal, Peptidos, Niacinamida",156.66
594,BrightFix 292,Madura,"Manteca de Karité, Zinc, Peptidos, Niacinamida",199.34
595,SunShield 219,Grasa,"Ácido Láctico, Agua Termal, Ácido Ferúlico, Aceite de Jojoba",46.58
596,Radiant Day 289,Madura,"Pantenol, Vitamina C, Niacinamida, Urea",107.93
597,Daily Moist 191,Mixta,"Aceite de Jojoba, Vitamina C, Niacinamida, Ácido Láctico",20.39
598,SunShield 208,Acneica,"Retinol, Glicerina, Ácido Salicílico",66.67
599,AgeDefy 240,Todo tipo,"Ácido Láctico, Manteca de Karité, Ácido Salicílico",171.74
600,AgeDefy 109,Acneica,"Aloe Vera, Urea, Ácido Ferúlico",72.85
601,BrightFix 132,Todo tipo,"Urea, Aloe Vera",45.59
602,UltraSmooth 297,Todo tipo,"Avena Coloidal, Peptidos",188.93
603,Hydra Boost 43,Sensible,"Glicerina, Ceramidas, Ácido Ferúlico",152.97
